-5.13918771,0.109750304,0.123048846
-5.09630494,0.106338839,0.125
-5.052908195,0.103548917,0.125
-5.00951145,0.101110255,0.125
-4.966114709,0.098898774,0.125
-4.922717966,0.096850574,0.125
-4.879321223,0.094927583,0.125
-4.83592448,0.093104935,0.125
-4.792527737,0.091365321,0.125
-4.749130994,0.08968932,0.125
-5.183098425,0.117105988,0.117105992
-4.705734251,0.088055706,0.125
-4.228370078,0.071096577,0.125
-3.751005905,0.055949757,0.125
-3.273641732,0.042615247,0.125
-2.796277559,0.031093046,0.125
-2.318913386,0.021383154,0.125
-1.841549212,0.013485572,0.125
-1.364185039,0.007376875,0.125
-0.886820866,0.003046895,0.125
-0.409456693,0.000621782,0.125
0.067907481,0.00025619,0.125
0.545271654,0.016517843,0.125
1.022635827,0.058099113,0.125
1.5,0.125,0.125
1.06603257,0.063134747,0.125
1.109429313,0.068379633,0.125
1.152826056,0.073833773,0.125
1.196222799,0.079497166,0.125
1.239619542,0.085369812,0.125
1.283016285,0.091451711,0.125
1.326413028,0.097742862,0.125
1.369809771,0.104243267,0.125
1.413206514,0.110952925,0.125
1.456457597,0.117848263,0.125