-9.804381388,0.391041242,0.394131064
-9.740882434,0.385775415,0.391595252
-9.676402945,0.380653691,0.389020283
-9.611923455,0.375668927,0.386445315
-9.547443965,0.370779784,0.383870346
-9.482964476,0.366129702,0.381295377
-9.418484986,0.361595094,0.378720408
-9.354005496,0.35716027,0.37614544
-9.289526006,0.352808698,0.373570471
-9.225046517,0.348550201,0.370995502
-9.869841414,0.39674519,0.39674519
-9.160567027,0.344367082,0.368420533
-8.45129264,0.301793994,0.340095877
-7.742018254,0.263599955,0.311771221
-7.032743867,0.228637471,0.283446564
-6.32346948,0.195486884,0.255121908
-5.614195094,0.16479987,0.226797251
-4.904920707,0.135885434,0.198472595
-4.19564632,0.108066357,0.170147938
-3.486371933,0.082785952,0.141823282
-2.777097547,0.059324203,0.113498626
-2.06782316,0.037503133,0.085173969
-1.358548773,0.019572172,0.056849313
-0.649274387,0.005128459,0.028524656
0.06,0.0002,0.0002
-0.584794897,0.004268963,0.025949688
-0.520315407,0.003471387,0.023374719
-0.455835918,0.00274002,0.02079975
-0.391356428,0.002061415,0.018224781
-0.326876938,0.001385961,0.015649813
-0.262397448,0.000710506,0.013074844
-0.197917959,0.000142908,0.010499875
-0.133438469,6.35786E-05,0.007924906
-0.068958979,1.68494E-05,0.005349938
-0.004479042,7.0515E-08,0.002774951